Business Area,Report Name,Report Description,Existing Label,Dictionary Label,ICM Data Field Path,Label Source,Label Match Rating,Follow Up Required
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,Subtotal,Subtotal,No,Report,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,Hardship Supplments (list of benefits),Hardship Supplement,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,Subtotal,Subtotal,No,Report,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,crisis Supplments (list of benefits),Crisis Supplements,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,Subtotal,Subtotal,No,Report,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,direct purchase (list of benefits),Direct Purchase,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,Subtotal,Subtotal,No,Report,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,Total Allowances,Total Allowances,No,Report,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,Less deductions (list of product codes),Less Deductions,Back End Data,MIS,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,amount spent,Amount Spent,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,bc benefits/gain (MHR),BC Benefits/Gain,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,Subtotal,Subtotal,No,Report,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,net payments,Net Payments,No,Report,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,Less Cap deductions,Less Cap Deductions,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,sub total,Subtotal,No,Report,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,Net Shareable Payments,Net Shareable Payments,No,Report,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,imprest to clients,Imprest To Clients,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,imprest to suppliers,Imprest To Suppliers,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,imprest to suppliers/gsa,Imprest To Suppliers/Gsa,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,imprest to trustees,Imprest To Trustees,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,govt agent to clients,Govt Agent To Clients,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,govt agent to suppliers,Govt Agent To Suppliers,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,govt agent to suppliers/gsa,Govt Agent To Suppliers/Gsa,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,govt agent to trustees,Govt Agent To Trustees,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,computer to clients,Computer To Clients,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,computer to suppliers,Computer To Suppliers,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,computer to suppliers/gsa,Computer To Suppliers/Gsa,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,computer to trustees,Computer To Trustees,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,sub total,Subtotal,No,Report,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,Less reversed chqs,Less Reversed Chqs,No,MIS,High,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,Subtotal,Subtotal,No,Report,Medium,FASB
FASB-Budget,Financial Transaction Provincial Summary - BC Benefits GAIN (MHR) JPJ1 (MI210-03),FASB - Roll up of total $ per month by benefit Clode,all cheques total,All Cheques Total,No,Report,Medium,FASB
FASB Banking,BCCCU Account Activity And Balances (AMP),"Central 1 activity and balances
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic
",charter,Charter,No,MIS,High,FASB
FASB Banking,BCCCU Account Activity And Balances (AMP),"Central 1 activity and balances
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic
",previous balance,Previous Balance,No,MIS,High,FASB
FASB Banking,BCCCU Account Activity And Balances (AMP),"Central 1 activity and balances
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic
",opening balance,Opening Balance,No,MIS,High,FASB
FASB Banking,BCCCU Account Activity And Balances (AMP),"Central 1 activity and balances
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic
",net activity,Net Activity,No,MIS,High,FASB
FASB Banking,BCCCU Account Activity And Balances (AMP),"Central 1 activity and balances
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic
",closing balance,Closing Balance,No,MIS,High,FASB
FASB Banking,BCCCU Account Activity And Balances (AMP),"Central 1 activity and balances
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic
",ch/br,Ch/Br,No,MIS,High,FASB
FASB Banking,BCCCU Account Activity And Balances (AMP),"Central 1 activity and balances
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic
",eff date,Effective Date,No,MIS,High,FASB
FASB Banking,BCCCU Account Activity And Balances (AMP),"Central 1 activity and balances
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic
",debit,Debit,No,MIS,High,FASB
FASB Banking,BCCCU Account Activity And Balances (AMP),"Central 1 activity and balances
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic
",debit,Debit,No,MIS,High,FASB
FASB Banking,BCCCU Account Activity And Balances (AMP),"Central 1 activity and balances
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic
",credit,Credit,No,MIS,High,FASB
FASB Banking,BCCCU Account Activity And Balances (AMP),"Central 1 activity and balances
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic
",credit,Credit,No,MIS,High,FASB
FASB Banking,BCCCU Account Activity And Balances (AMP),"Central 1 activity and balances
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic
",ch/br,Ch/Br,No,MIS,High,FASB
FASB Banking,BCCCU Account Activity And Balances (AMP),"Central 1 activity and balances
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic
",debit,Debit,No,MIS,High,FASB
FASB Banking,BCCCU Account Activity And Balances (AMP),"Central 1 activity and balances
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic
",credit,Credit,No,MIS,High,FASB
FASB Banking,BCCCU Account Activity And Balances (AMP),"Central 1 activity and balances
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic
",net,Net,No,MIS,High,FASB
